Wavelength, Read Noise, Sky, Dark, A_Eff, BEF, Disp_Width,  XDisp_Width
      1474.00, 0.0, 3.10E-06,  5.00E-06,  1.907E+04,  6.190E-21,  3.1,  3.1
      1475.00, 0.0, 3.08E-06,  5.00E-06,  1.901E+04,  6.189E-21,  3.1,  3.1
      1476.00, 0.0, 3.06E-06,  5.00E-06,  1.896E+04,  6.189E-21,  3.1,  3.1
      1477.00, 0.0, 3.04E-06,  5.00E-06,  1.890E+04,  6.189E-21,  3.1,  3.1
      1478.00, 0.0, 3.03E-06,  5.00E-06,  1.891E+04,  6.177E-21,  3.1,  3.1
      1479.00, 0.0, 3.03E-06,  5.00E-06,  1.892E+04,  6.164E-21,  3.1,  3.1
      1480.00, 0.0, 3.02E-06,  5.00E-06,  1.893E+04,  6.151E-21,  3.1,  3.1
      1481.00, 0.0, 3.01E-06,  5.00E-06,  1.895E+04,  6.138E-21,  3.1,  3.1
      1482.00, 0.0, 3.01E-06,  5.00E-06,  1.896E+04,  6.125E-21,  3.1,  3.1
      1483.00, 0.0, 3.00E-06,  5.00E-06,  1.898E+04,  6.112E-21,  3.1,  3.1
      1484.00, 0.0, 2.99E-06,  5.00E-06,  1.899E+04,  6.099E-21,  3.1,  3.1
      1485.00, 0.0, 2.98E-06,  5.00E-06,  1.900E+04,  6.086E-21,  3.1,  3.1
      1486.00, 0.0, 2.98E-06,  5.00E-06,  1.902E+04,  6.074E-21,  3.1,  3.1
      1487.00, 0.0, 2.97E-06,  5.00E-06,  1.903E+04,  6.061E-21,  3.1,  3.1
      1488.00, 0.0, 2.96E-06,  5.00E-06,  1.904E+04,  6.049E-21,  3.1,  3.1
      1489.00, 0.0, 2.96E-06,  5.00E-06,  1.906E+04,  6.036E-21,  3.1,  3.1
      1490.00, 0.0, 2.95E-06,  5.00E-06,  1.907E+04,  6.024E-21,  3.1,  3.1
      1491.00, 0.0, 2.94E-06,  5.00E-06,  1.908E+04,  6.012E-21,  3.1,  3.1
      1492.00, 0.0, 2.93E-06,  5.00E-06,  1.908E+04,  6.002E-21,  3.1,  3.1
      1493.00, 0.0, 2.91E-06,  5.00E-06,  1.901E+04,  6.006E-21,  3.1,  3.1
      1494.00, 0.0, 2.90E-06,  5.00E-06,  1.893E+04,  6.010E-21,  3.1,  3.1
      1495.00, 0.0, 2.87E-06,  5.00E-06,  1.885E+04,  6.015E-21,  3.1,  3.1
      1496.00, 0.0, 2.85E-06,  5.00E-06,  1.877E+04,  6.021E-21,  3.1,  3.1
      1497.00, 0.0, 2.83E-06,  5.00E-06,  1.870E+04,  6.026E-21,  3.1,  3.1
      1498.00, 0.0, 2.81E-06,  5.00E-06,  1.862E+04,  6.031E-21,  3.1,  3.1
      1499.00, 0.0, 2.79E-06,  5.00E-06,  1.854E+04,  6.037E-21,  3.1,  3.1
      1500.00, 0.0, 2.77E-06,  5.00E-06,  1.846E+04,  6.043E-21,  3.1,  3.1
      1501.00, 0.0, 2.75E-06,  5.00E-06,  1.838E+04,  6.049E-21,  3.1,  3.1
      1502.00, 0.0, 2.74E-06,  5.00E-06,  1.830E+04,  6.054E-21,  3.1,  3.1
      1503.00, 0.0, 2.72E-06,  5.00E-06,  1.823E+04,  6.061E-21,  3.1,  3.1
      1504.00, 0.0, 2.70E-06,  5.00E-06,  1.815E+04,  6.067E-21,  3.1,  3.1
      1505.00, 0.0, 2.68E-06,  5.00E-06,  1.807E+04,  6.073E-21,  3.1,  3.1
      1506.00, 0.0, 2.66E-06,  5.00E-06,  1.800E+04,  6.079E-21,  3.1,  3.1
      1507.00, 0.0, 2.64E-06,  5.00E-06,  1.792E+04,  6.086E-21,  3.1,  3.1
      1508.00, 0.0, 2.62E-06,  5.00E-06,  1.784E+04,  6.093E-21,  3.1,  3.1
      1509.00, 0.0, 2.60E-06,  5.00E-06,  1.777E+04,  6.099E-21,  3.1,  3.1
      1510.00, 0.0, 2.59E-06,  5.00E-06,  1.770E+04,  6.105E-21,  3.1,  3.1
      1511.00, 0.0, 2.57E-06,  5.00E-06,  1.766E+04,  6.104E-21,  3.1,  3.1
      1512.00, 0.0, 2.56E-06,  5.00E-06,  1.762E+04,  6.103E-21,  3.1,  3.1
      1513.00, 0.0, 2.55E-06,  5.00E-06,  1.758E+04,  6.103E-21,  3.1,  3.1
      1514.00, 0.0, 2.54E-06,  5.00E-06,  1.754E+04,  6.102E-21,  3.1,  3.1
      1515.00, 0.0, 2.52E-06,  5.00E-06,  1.750E+04,  6.102E-21,  3.1,  3.1
      1516.00, 0.0, 2.51E-06,  5.00E-06,  1.746E+04,  6.101E-21,  3.1,  3.1
      1517.00, 0.0, 2.50E-06,  5.00E-06,  1.742E+04,  6.101E-21,  3.1,  3.1
      1518.00, 0.0, 2.49E-06,  5.00E-06,  1.739E+04,  6.101E-21,  3.1,  3.1
      1519.00, 0.0, 2.47E-06,  5.00E-06,  1.735E+04,  6.101E-21,  3.1,  3.1
      1520.00, 0.0, 2.46E-06,  5.00E-06,  1.731E+04,  6.100E-21,  3.1,  3.1
      1521.00, 0.0, 2.45E-06,  5.00E-06,  1.727E+04,  6.100E-21,  3.1,  3.1
      1522.00, 0.0, 2.44E-06,  5.00E-06,  1.723E+04,  6.100E-21,  3.1,  3.1
      1523.00, 0.0, 2.43E-06,  5.00E-06,  1.719E+04,  6.101E-21,  3.1,  3.1
      1524.00, 0.0, 2.42E-06,  5.00E-06,  1.715E+04,  6.101E-21,  3.1,  3.1
      1525.00, 0.0, 2.40E-06,  5.00E-06,  1.711E+04,  6.101E-21,  3.1,  3.1
      1526.00, 0.0, 2.39E-06,  5.00E-06,  1.707E+04,  6.101E-21,  3.1,  3.1
      1527.00, 0.0, 2.38E-06,  5.00E-06,  1.703E+04,  6.102E-21,  3.1,  3.1
      1528.00, 0.0, 2.37E-06,  5.00E-06,  1.700E+04,  6.102E-21,  3.1,  3.1
      1529.00, 0.0, 2.36E-06,  5.00E-06,  1.696E+04,  6.103E-21,  3.1,  3.1
      1530.00, 0.0, 2.35E-06,  5.00E-06,  1.692E+04,  6.103E-21,  3.1,  3.1
      1531.00, 0.0, 2.33E-06,  5.00E-06,  1.688E+04,  6.104E-21,  3.1,  3.1
      1532.00, 0.0, 2.33E-06,  5.00E-06,  1.685E+04,  6.101E-21,  3.1,  3.1
      1533.00, 0.0, 2.32E-06,  5.00E-06,  1.683E+04,  6.099E-21,  3.1,  3.1
      1534.00, 0.0, 2.31E-06,  5.00E-06,  1.681E+04,  6.096E-21,  3.1,  3.1
      1535.00, 0.0, 2.30E-06,  5.00E-06,  1.678E+04,  6.093E-21,  3.1,  3.1
      1536.00, 0.0, 2.29E-06,  5.00E-06,  1.676E+04,  6.091E-21,  3.1,  3.1
      1537.00, 0.0, 2.28E-06,  5.00E-06,  1.673E+04,  6.088E-21,  3.1,  3.1
      1538.00, 0.0, 2.27E-06,  5.00E-06,  1.671E+04,  6.086E-21,  3.1,  3.1
      1539.00, 0.0, 2.26E-06,  5.00E-06,  1.669E+04,  6.084E-21,  3.1,  3.1
      1540.00, 0.0, 2.25E-06,  5.00E-06,  1.666E+04,  6.081E-21,  3.1,  3.1
      1541.00, 0.0, 2.25E-06,  5.00E-06,  1.664E+04,  6.079E-21,  3.1,  3.1
      1542.00, 0.0, 2.24E-06,  5.00E-06,  1.661E+04,  6.077E-21,  3.1,  3.1
      1543.00, 0.0, 2.23E-06,  5.00E-06,  1.659E+04,  6.075E-21,  3.1,  3.1
      1544.00, 0.0, 2.22E-06,  5.00E-06,  1.656E+04,  6.073E-21,  3.1,  3.1
      1545.00, 0.0, 2.21E-06,  5.00E-06,  1.654E+04,  6.071E-21,  3.1,  3.1
      1546.00, 0.0, 2.20E-06,  5.00E-06,  1.652E+04,  6.069E-21,  3.1,  3.1
      1547.00, 0.0, 2.19E-06,  5.00E-06,  1.649E+04,  6.067E-21,  3.1,  3.1
      1548.00, 0.0, 2.19E-06,  5.00E-06,  1.647E+04,  6.065E-21,  3.1,  3.1
      1549.00, 0.0, 2.18E-06,  5.00E-06,  1.644E+04,  6.063E-21,  3.1,  3.1
      1550.00, 0.0, 2.17E-06,  5.00E-06,  1.642E+04,  6.062E-21,  3.1,  3.1
      1551.00, 0.0, 2.16E-06,  5.00E-06,  1.639E+04,  6.060E-21,  3.1,  3.1
      1552.00, 0.0, 2.15E-06,  5.00E-06,  1.637E+04,  6.058E-21,  3.1,  3.1
      1553.00, 0.0, 2.14E-06,  5.00E-06,  1.634E+04,  6.057E-21,  3.1,  3.1
      1554.00, 0.0, 2.14E-06,  5.00E-06,  1.632E+04,  6.055E-21,  3.1,  3.1
      1555.00, 0.0, 2.13E-06,  5.00E-06,  1.629E+04,  6.054E-21,  3.1,  3.1
      1556.00, 0.0, 2.12E-06,  5.00E-06,  1.627E+04,  6.053E-21,  3.1,  3.1
      1557.00, 0.0, 2.11E-06,  5.00E-06,  1.624E+04,  6.051E-21,  3.1,  3.1
      1558.00, 0.0, 2.10E-06,  5.00E-06,  1.622E+04,  6.050E-21,  3.1,  3.1
      1559.00, 0.0, 2.09E-06,  5.00E-06,  1.619E+04,  6.049E-21,  3.1,  3.1
      1560.00, 0.0, 2.09E-06,  5.00E-06,  1.617E+04,  6.048E-21,  3.1,  3.1
      1561.00, 0.0, 2.08E-06,  5.00E-06,  1.614E+04,  6.047E-21,  3.1,  3.1
      1562.00, 0.0, 2.07E-06,  5.00E-06,  1.611E+04,  6.046E-21,  3.1,  3.1
      1563.00, 0.0, 2.06E-06,  5.00E-06,  1.609E+04,  6.045E-21,  3.1,  3.1
      1564.00, 0.0, 2.05E-06,  5.00E-06,  1.606E+04,  6.044E-21,  3.1,  3.1
      1565.00, 0.0, 2.05E-06,  5.00E-06,  1.604E+04,  6.043E-21,  3.1,  3.1
      1566.00, 0.0, 2.04E-06,  5.00E-06,  1.601E+04,  6.042E-21,  3.1,  3.1
      1567.00, 0.0, 2.03E-06,  5.00E-06,  1.599E+04,  6.041E-21,  3.1,  3.1
      1568.00, 0.0, 2.02E-06,  5.00E-06,  1.596E+04,  6.041E-21,  3.1,  3.1
      1569.00, 0.0, 2.02E-06,  5.00E-06,  1.593E+04,  6.040E-21,  3.1,  3.1
      1570.00, 0.0, 2.01E-06,  5.00E-06,  1.591E+04,  6.039E-21,  3.1,  3.1
      1571.00, 0.0, 2.00E-06,  5.00E-06,  1.588E+04,  6.039E-21,  3.1,  3.1
      1572.00, 0.0, 1.99E-06,  5.00E-06,  1.586E+04,  6.038E-21,  3.1,  3.1
      1573.00, 0.0, 1.99E-06,  5.00E-06,  1.584E+04,  6.036E-21,  3.1,  3.1
      1574.00, 0.0, 1.98E-06,  5.00E-06,  1.582E+04,  6.034E-21,  3.1,  3.1
      1575.00, 0.0, 1.97E-06,  5.00E-06,  1.580E+04,  6.032E-21,  3.1,  3.1
      1576.00, 0.0, 1.97E-06,  5.00E-06,  1.578E+04,  6.030E-21,  3.1,  3.1
      1577.00, 0.0, 1.96E-06,  5.00E-06,  1.576E+04,  6.028E-21,  3.1,  3.1
      1578.00, 0.0, 1.95E-06,  5.00E-06,  1.574E+04,  6.027E-21,  3.1,  3.1
      1579.00, 0.0, 1.95E-06,  5.00E-06,  1.572E+04,  6.025E-21,  3.1,  3.1
      1580.00, 0.0, 1.94E-06,  5.00E-06,  1.570E+04,  6.023E-21,  3.1,  3.1
      1581.00, 0.0, 1.93E-06,  5.00E-06,  1.568E+04,  6.022E-21,  3.1,  3.1
      1582.00, 0.0, 1.93E-06,  5.00E-06,  1.566E+04,  6.020E-21,  3.1,  3.1
      1583.00, 0.0, 1.92E-06,  5.00E-06,  1.564E+04,  6.018E-21,  3.1,  3.1
      1584.00, 0.0, 1.91E-06,  5.00E-06,  1.562E+04,  6.017E-21,  3.1,  3.1
      1585.00, 0.0, 1.91E-06,  5.00E-06,  1.560E+04,  6.016E-21,  3.1,  3.1
      1586.00, 0.0, 1.90E-06,  5.00E-06,  1.558E+04,  6.014E-21,  3.1,  3.1
      1587.00, 0.0, 1.89E-06,  5.00E-06,  1.556E+04,  6.013E-21,  3.1,  3.1
      1588.00, 0.0, 1.89E-06,  5.00E-06,  1.553E+04,  6.012E-21,  3.1,  3.1
      1589.00, 0.0, 1.88E-06,  5.00E-06,  1.551E+04,  6.010E-21,  3.1,  3.1
      1590.00, 0.0, 1.87E-06,  5.00E-06,  1.549E+04,  6.009E-21,  3.1,  3.1
      1591.00, 0.0, 1.87E-06,  5.00E-06,  1.547E+04,  6.008E-21,  3.1,  3.1
      1592.00, 0.0, 1.86E-06,  5.00E-06,  1.545E+04,  6.007E-21,  3.1,  3.1
      1593.00, 0.0, 1.86E-06,  5.00E-06,  1.543E+04,  6.006E-21,  3.1,  3.1
      1594.00, 0.0, 1.85E-06,  5.00E-06,  1.541E+04,  6.005E-21,  3.1,  3.1
      1595.00, 0.0, 1.84E-06,  5.00E-06,  1.539E+04,  6.004E-21,  3.1,  3.1
      1596.00, 0.0, 1.84E-06,  5.00E-06,  1.537E+04,  6.003E-21,  3.1,  3.1
      1597.00, 0.0, 1.83E-06,  5.00E-06,  1.534E+04,  6.003E-21,  3.1,  3.1
      1598.00, 0.0, 1.82E-06,  5.00E-06,  1.532E+04,  6.002E-21,  3.1,  3.1
      1599.00, 0.0, 1.82E-06,  5.00E-06,  1.530E+04,  6.001E-21,  3.1,  3.1
      1600.00, 0.0, 1.81E-06,  5.00E-06,  1.528E+04,  6.000E-21,  3.1,  3.1
      1601.00, 0.0, 1.81E-06,  5.00E-06,  1.527E+04,  5.996E-21,  3.1,  3.1
      1602.00, 0.0, 1.80E-06,  5.00E-06,  1.526E+04,  5.992E-21,  3.1,  3.1
      1603.00, 0.0, 1.80E-06,  5.00E-06,  1.525E+04,  5.988E-21,  3.1,  3.1
      1604.00, 0.0, 1.79E-06,  5.00E-06,  1.524E+04,  5.985E-21,  3.1,  3.1
      1605.00, 0.0, 1.79E-06,  5.00E-06,  1.524E+04,  5.981E-21,  3.1,  3.1
      1606.00, 0.0, 1.78E-06,  5.00E-06,  1.523E+04,  5.977E-21,  3.1,  3.1
      1607.00, 0.0, 1.78E-06,  5.00E-06,  1.521E+04,  5.974E-21,  3.1,  3.1
      1608.00, 0.0, 1.78E-06,  5.00E-06,  1.520E+04,  5.970E-21,  3.1,  3.1
      1609.00, 0.0, 1.77E-06,  5.00E-06,  1.519E+04,  5.967E-21,  3.1,  3.1
      1610.00, 0.0, 1.77E-06,  5.00E-06,  1.518E+04,  5.964E-21,  3.1,  3.1
      1611.00, 0.0, 1.76E-06,  5.00E-06,  1.517E+04,  5.960E-21,  3.1,  3.1
      1612.00, 0.0, 1.76E-06,  5.00E-06,  1.516E+04,  5.957E-21,  3.1,  3.1
      1613.00, 0.0, 1.75E-06,  5.00E-06,  1.515E+04,  5.954E-21,  3.1,  3.1
      1614.00, 0.0, 1.75E-06,  5.00E-06,  1.514E+04,  5.951E-21,  3.1,  3.1
      1615.00, 0.0, 1.74E-06,  5.00E-06,  1.513E+04,  5.948E-21,  3.1,  3.1
      1616.00, 0.0, 1.74E-06,  5.00E-06,  1.512E+04,  5.945E-21,  3.1,  3.1
      1617.00, 0.0, 1.73E-06,  5.00E-06,  1.511E+04,  5.942E-21,  3.1,  3.1
      1618.00, 0.0, 1.73E-06,  5.00E-06,  1.509E+04,  5.939E-21,  3.1,  3.1
      1619.00, 0.0, 1.72E-06,  5.00E-06,  1.508E+04,  5.936E-21,  3.1,  3.1
      1620.00, 0.0, 1.72E-06,  5.00E-06,  1.507E+04,  5.933E-21,  3.1,  3.1
      1621.00, 0.0, 1.72E-06,  5.00E-06,  1.507E+04,  5.929E-21,  3.1,  3.1
      1622.00, 0.0, 1.71E-06,  5.00E-06,  1.506E+04,  5.924E-21,  3.1,  3.1
      1623.00, 0.0, 1.71E-06,  5.00E-06,  1.505E+04,  5.920E-21,  3.1,  3.1
      1624.00, 0.0, 1.70E-06,  5.00E-06,  1.505E+04,  5.916E-21,  3.1,  3.1
      1625.00, 0.0, 1.70E-06,  5.00E-06,  1.504E+04,  5.912E-21,  3.1,  3.1
      1626.00, 0.0, 1.70E-06,  5.00E-06,  1.503E+04,  5.908E-21,  3.1,  3.1
      1627.00, 0.0, 1.69E-06,  5.00E-06,  1.503E+04,  5.904E-21,  3.1,  3.1
      1628.00, 0.0, 1.69E-06,  5.00E-06,  1.502E+04,  5.900E-21,  3.1,  3.1
      1629.00, 0.0, 1.69E-06,  5.00E-06,  1.501E+04,  5.896E-21,  3.1,  3.1
      1630.00, 0.0, 1.68E-06,  5.00E-06,  1.501E+04,  5.892E-21,  3.1,  3.1
      1631.00, 0.0, 1.68E-06,  5.00E-06,  1.500E+04,  5.888E-21,  3.1,  3.1
      1632.00, 0.0, 1.67E-06,  5.00E-06,  1.499E+04,  5.884E-21,  3.1,  3.1
      1633.00, 0.0, 1.67E-06,  5.00E-06,  1.498E+04,  5.881E-21,  3.1,  3.1
      1634.00, 0.0, 1.67E-06,  5.00E-06,  1.498E+04,  5.877E-21,  3.1,  3.1
      1635.00, 0.0, 1.66E-06,  5.00E-06,  1.497E+04,  5.873E-21,  3.1,  3.1
      1636.00, 0.0, 1.66E-06,  5.00E-06,  1.496E+04,  5.870E-21,  3.1,  3.1
      1637.00, 0.0, 1.66E-06,  5.00E-06,  1.495E+04,  5.866E-21,  3.1,  3.1
      1638.00, 0.0, 1.65E-06,  5.00E-06,  1.495E+04,  5.863E-21,  3.1,  3.1
      1639.00, 0.0, 1.65E-06,  5.00E-06,  1.494E+04,  5.859E-21,  3.1,  3.1
      1640.00, 0.0, 1.64E-06,  5.00E-06,  1.493E+04,  5.856E-21,  3.1,  3.1
      1641.00, 0.0, 1.64E-06,  5.00E-06,  1.492E+04,  5.852E-21,  3.1,  3.1
      1642.00, 0.0, 1.64E-06,  5.00E-06,  1.491E+04,  5.849E-21,  3.1,  3.1
      1643.00, 0.0, 1.63E-06,  5.00E-06,  1.490E+04,  5.846E-21,  3.1,  3.1
      1644.00, 0.0, 1.63E-06,  5.00E-06,  1.490E+04,  5.843E-21,  3.1,  3.1
      1645.00, 0.0, 1.62E-06,  5.00E-06,  1.489E+04,  5.839E-21,  3.1,  3.1
      1646.00, 0.0, 1.62E-06,  5.00E-06,  1.488E+04,  5.836E-21,  3.1,  3.1
      1647.00, 0.0, 1.62E-06,  5.00E-06,  1.487E+04,  5.833E-21,  3.1,  3.1
      1648.00, 0.0, 1.61E-06,  5.00E-06,  1.486E+04,  5.830E-21,  3.1,  3.1
      1649.00, 0.0, 1.61E-06,  5.00E-06,  1.485E+04,  5.827E-21,  3.1,  3.1
      1650.00, 0.0, 1.61E-06,  5.00E-06,  1.484E+04,  5.824E-21,  3.1,  3.1
      1651.00, 0.0, 1.60E-06,  5.00E-06,  1.483E+04,  5.821E-21,  3.1,  3.1
      1652.00, 0.0, 1.60E-06,  5.00E-06,  1.482E+04,  5.819E-21,  3.1,  3.1
      1653.00, 0.0, 1.60E-06,  5.00E-06,  1.481E+04,  5.816E-21,  3.1,  3.1
      1654.00, 0.0, 1.59E-06,  5.00E-06,  1.480E+04,  5.813E-21,  3.1,  3.1
      1655.00, 0.0, 1.59E-06,  5.00E-06,  1.479E+04,  5.810E-21,  3.1,  3.1
      1656.00, 0.0, 1.58E-06,  5.00E-06,  1.478E+04,  5.808E-21,  3.1,  3.1
      1657.00, 0.0, 1.58E-06,  5.00E-06,  1.477E+04,  5.806E-21,  3.1,  3.1
      1658.00, 0.0, 1.57E-06,  5.00E-06,  1.473E+04,  5.812E-21,  3.1,  3.1
      1659.00, 0.0, 1.57E-06,  5.00E-06,  1.469E+04,  5.818E-21,  3.1,  3.1
      1660.00, 0.0, 1.56E-06,  5.00E-06,  1.465E+04,  5.824E-21,  3.1,  3.1
      1661.00, 0.0, 1.55E-06,  5.00E-06,  1.460E+04,  5.831E-21,  3.1,  3.1
      1662.00, 0.0, 1.54E-06,  5.00E-06,  1.456E+04,  5.837E-21,  3.1,  3.1
      1663.00, 0.0, 1.54E-06,  5.00E-06,  1.452E+04,  5.843E-21,  3.1,  3.1
      1664.00, 0.0, 1.53E-06,  5.00E-06,  1.448E+04,  5.849E-21,  3.1,  3.1
      1665.00, 0.0, 1.52E-06,  5.00E-06,  1.444E+04,  5.856E-21,  3.1,  3.1
      1666.00, 0.0, 1.52E-06,  5.00E-06,  1.440E+04,  5.862E-21,  3.1,  3.1
      1667.00, 0.0, 1.51E-06,  5.00E-06,  1.436E+04,  5.869E-21,  3.1,  3.1
      1668.00, 0.0, 1.50E-06,  5.00E-06,  1.432E+04,  5.876E-21,  3.1,  3.1
      1669.00, 0.0, 1.50E-06,  5.00E-06,  1.428E+04,  5.882E-21,  3.1,  3.1
      1670.00, 0.0, 1.49E-06,  5.00E-06,  1.424E+04,  5.889E-21,  3.1,  3.1
      1671.00, 0.0, 1.48E-06,  5.00E-06,  1.419E+04,  5.896E-21,  3.1,  3.1
      1672.00, 0.0, 1.48E-06,  5.00E-06,  1.415E+04,  5.903E-21,  3.1,  3.1
      1673.00, 0.0, 1.47E-06,  5.00E-06,  1.411E+04,  5.910E-21,  3.1,  3.1
      1674.00, 0.0, 1.46E-06,  5.00E-06,  1.407E+04,  5.917E-21,  3.1,  3.1
      1675.00, 0.0, 1.46E-06,  5.00E-06,  1.403E+04,  5.924E-21,  3.1,  3.1
      1676.00, 0.0, 1.45E-06,  5.00E-06,  1.399E+04,  5.931E-21,  3.1,  3.1
      1677.00, 0.0, 1.44E-06,  5.00E-06,  1.395E+04,  5.938E-21,  3.1,  3.1
      1678.00, 0.0, 1.44E-06,  5.00E-06,  1.391E+04,  5.946E-21,  3.1,  3.1
      1679.00, 0.0, 1.43E-06,  5.00E-06,  1.387E+04,  5.953E-21,  3.1,  3.1
      1680.00, 0.0, 1.43E-06,  5.00E-06,  1.383E+04,  5.960E-21,  3.1,  3.1
      1681.00, 0.0, 1.42E-06,  5.00E-06,  1.378E+04,  5.968E-21,  3.1,  3.1
      1682.00, 0.0, 1.41E-06,  5.00E-06,  1.374E+04,  5.976E-21,  3.1,  3.1
      1683.00, 0.0, 1.41E-06,  5.00E-06,  1.370E+04,  5.983E-21,  3.1,  3.1
      1684.00, 0.0, 1.40E-06,  5.00E-06,  1.369E+04,  5.981E-21,  3.1,  3.1
      1685.00, 0.0, 1.40E-06,  5.00E-06,  1.370E+04,  5.974E-21,  3.1,  3.1
      1686.00, 0.0, 1.40E-06,  5.00E-06,  1.370E+04,  5.967E-21,  3.1,  3.1
      1687.00, 0.0, 1.40E-06,  5.00E-06,  1.371E+04,  5.960E-21,  3.1,  3.1
      1688.00, 0.0, 1.40E-06,  5.00E-06,  1.372E+04,  5.953E-21,  3.1,  3.1
      1689.00, 0.0, 1.40E-06,  5.00E-06,  1.372E+04,  5.946E-21,  3.1,  3.1
      1690.00, 0.0, 1.39E-06,  5.00E-06,  1.373E+04,  5.939E-21,  3.1,  3.1
      1691.00, 0.0, 1.39E-06,  5.00E-06,  1.374E+04,  5.932E-21,  3.1,  3.1
      1692.00, 0.0, 1.39E-06,  5.00E-06,  1.374E+04,  5.925E-21,  3.1,  3.1
      1693.00, 0.0, 1.39E-06,  5.00E-06,  1.375E+04,  5.919E-21,  3.1,  3.1
      1694.00, 0.0, 1.39E-06,  5.00E-06,  1.375E+04,  5.912E-21,  3.1,  3.1
      1695.00, 0.0, 1.39E-06,  5.00E-06,  1.376E+04,  5.905E-21,  3.1,  3.1
      1696.00, 0.0, 1.38E-06,  5.00E-06,  1.377E+04,  5.898E-21,  3.1,  3.1
      1697.00, 0.0, 1.38E-06,  5.00E-06,  1.377E+04,  5.891E-21,  3.1,  3.1
      1698.00, 0.0, 1.38E-06,  5.00E-06,  1.378E+04,  5.885E-21,  3.1,  3.1
      1699.00, 0.0, 1.38E-06,  5.00E-06,  1.378E+04,  5.878E-21,  3.1,  3.1
      1700.00, 0.0, 1.38E-06,  5.00E-06,  1.379E+04,  5.871E-21,  3.1,  3.1
      1701.00, 0.0, 1.38E-06,  5.00E-06,  1.379E+04,  5.865E-21,  3.1,  3.1
      1702.00, 0.0, 1.38E-06,  5.00E-06,  1.380E+04,  5.858E-21,  3.1,  3.1
      1703.00, 0.0, 1.37E-06,  5.00E-06,  1.380E+04,  5.852E-21,  3.1,  3.1
      1704.00, 0.0, 1.37E-06,  5.00E-06,  1.381E+04,  5.845E-21,  3.1,  3.1
      1705.00, 0.0, 1.37E-06,  5.00E-06,  1.381E+04,  5.840E-21,  3.1,  3.1
      1706.00, 0.0, 1.37E-06,  5.00E-06,  1.381E+04,  5.836E-21,  3.1,  3.1
      1707.00, 0.0, 1.37E-06,  5.00E-06,  1.381E+04,  5.831E-21,  3.1,  3.1
      1708.00, 0.0, 1.36E-06,  5.00E-06,  1.381E+04,  5.826E-21,  3.1,  3.1
      1709.00, 0.0, 1.36E-06,  5.00E-06,  1.381E+04,  5.822E-21,  3.1,  3.1
      1710.00, 0.0, 1.36E-06,  5.00E-06,  1.381E+04,  5.817E-21,  3.1,  3.1
      1711.00, 0.0, 1.36E-06,  5.00E-06,  1.381E+04,  5.813E-21,  3.1,  3.1
      1712.00, 0.0, 1.36E-06,  5.00E-06,  1.381E+04,  5.808E-21,  3.1,  3.1
      1713.00, 0.0, 1.35E-06,  5.00E-06,  1.380E+04,  5.804E-21,  3.1,  3.1
      1714.00, 0.0, 1.35E-06,  5.00E-06,  1.380E+04,  5.799E-21,  3.1,  3.1
      1715.00, 0.0, 1.35E-06,  5.00E-06,  1.380E+04,  5.795E-21,  3.1,  3.1
      1716.00, 0.0, 1.35E-06,  5.00E-06,  1.380E+04,  5.791E-21,  3.1,  3.1
      1717.00, 0.0, 1.35E-06,  5.00E-06,  1.380E+04,  5.786E-21,  3.1,  3.1
      1718.00, 0.0, 1.34E-06,  5.00E-06,  1.380E+04,  5.782E-21,  3.1,  3.1
      1719.00, 0.0, 1.34E-06,  5.00E-06,  1.380E+04,  5.778E-21,  3.1,  3.1
      1720.00, 0.0, 1.34E-06,  5.00E-06,  1.380E+04,  5.773E-21,  3.1,  3.1
      1721.00, 0.0, 1.34E-06,  5.00E-06,  1.379E+04,  5.769E-21,  3.1,  3.1
      1722.00, 0.0, 1.34E-06,  5.00E-06,  1.379E+04,  5.765E-21,  3.1,  3.1
      1723.00, 0.0, 1.33E-06,  5.00E-06,  1.379E+04,  5.761E-21,  3.1,  3.1
      1724.00, 0.0, 1.33E-06,  5.00E-06,  1.379E+04,  5.757E-21,  3.1,  3.1
      1725.00, 0.0, 1.33E-06,  5.00E-06,  1.379E+04,  5.753E-21,  3.1,  3.1
      1726.00, 0.0, 1.33E-06,  5.00E-06,  1.379E+04,  5.748E-21,  3.1,  3.1
      1727.00, 0.0, 1.33E-06,  5.00E-06,  1.378E+04,  5.744E-21,  3.1,  3.1
      1728.00, 0.0, 1.32E-06,  5.00E-06,  1.378E+04,  5.740E-21,  3.1,  3.1
      1729.00, 0.0, 1.32E-06,  5.00E-06,  1.378E+04,  5.736E-21,  3.1,  3.1
      1730.00, 0.0, 1.32E-06,  5.00E-06,  1.378E+04,  5.732E-21,  3.1,  3.1
      1731.00, 0.0, 1.32E-06,  5.00E-06,  1.377E+04,  5.731E-21,  3.1,  3.1
      1732.00, 0.0, 1.31E-06,  5.00E-06,  1.375E+04,  5.731E-21,  3.1,  3.1
      1733.00, 0.0, 1.31E-06,  5.00E-06,  1.374E+04,  5.731E-21,  3.1,  3.1
      1734.00, 0.0, 1.31E-06,  5.00E-06,  1.372E+04,  5.732E-21,  3.1,  3.1
      1735.00, 0.0, 1.30E-06,  5.00E-06,  1.371E+04,  5.732E-21,  3.1,  3.1
      1736.00, 0.0, 1.30E-06,  5.00E-06,  1.369E+04,  5.732E-21,  3.1,  3.1
